"package_id","realm","fhir_version","name","country","category","description"
"hl7.fhir.us.pacio-fs","US","4.0.1","PACIO Functional Status Implementation Guide","us","Patient Summary","FHIR R4 IG that leverages eLTSS and utilizes the Self-Care, Mobility and Prior Device use sections of CMS assessment forms (IRF-PAI, MDS, OASIS, LTCH) to enable the sharing of functional status information when a patient moves from one clinical care setting to another."
"hl7.fhir.us.pacio-cs","US","4.0.1","PACIO Cognitive Status Implementation Guide","us","Patient Summary","FHIR R4 IG that leverages eLTSS and utilizes the Confusion Assessment Method (CAM) assessment to enable the sharing of cognitive status information when a patient moves from one clinical care setting to another."
"hl7.fhir.us.specialty-rx","US","4.0.1","Specialty Medication Enrollment","us","EHR Access","This FHIR IG focuses on the exchange of data (Demographic, prescription, clinical and financial) for dispensing specialty medications by pharmacies as well as facilitating the enrollment of patients in programs offered by third parties such as but not limited to Hub vendors and Pharmaceutical manufacturers."
"hl7.fhir.us.vr-common-library","US","4.0.1","Vital Records Common Profile Library","us","Medication / Immunization","Library containing profiles used by other Vital Records IGs such as Birth and Fetal Death Reporting and Birth Defects Reporting."
"hl7.fhir.uv.subscriptions-backport","International","4.3.0","Subscriptions R5 Backport","uv","EHR Access","This guide defines a standard method of back-porting the R5 subscriptions API to R4 implementations as to bridge for pre-adopting R5 Subscriptions prior to adoption of the R5 FHIR standard."
"hl7.fhir.us.bfdr","US","4.0.1","Vital Records Birth and Fetal Death Reporting","us","Medication / Immunization","Provides guidance to implementers and states on reporting birth and fetal death information based on the current revisions of the U.S. Standard Certificate of Live Birth and U.S. Standard Report of Fetal Death."
"hl7.fhir.us.medmorph","US","4.0.1","Making EHR Data MOre available for Research and Public Health (MedMorph)","us","Medication / Immunization","Making EHR Data More Available for Research and Public Health (MedMorph) Reference Architecture enables clinical data exchange between EHR systems, public health systems/authorities, data repositories, and research organizations.  This data exchange utilizes if applicable, knowledge repositories and backend services applications (e.g. FHIR APIs) to determine the triggering event(s) for the data exchange, the process for the data exchange, and validation that the data being exchanged meets a set of rules in order to expedite the data exchange. "
"hl7.fhir.us.sdoh-clinicalcare","US","4.0.1","SDOH Clinical Care for Multiple Domains","us","Care Management","Profiles on FHIR R4 resources (using US Core as the basis where possible) used to document social determinants of health (SDOH) for an individual which covers many different factors considered social risks and social needs, e.g. Food Insecurity, Housing Stability and Quality, Transportation Access and others. The IG covers use cases identified from the clinical care setting that include : assessment of SDOH risks; evaluation of which risks can be addressed; setting goals,  documenting and tracking to completion SDOH interventions; and sharing SDOH information for an individual with organizations for secondary uses."
"hl7.fhir.uv.cdisc-mapping","International","4.0.1","CDISC Mapping FHIR IG","uv","Research","This implementation guide defines authoritative mappings between the CDISC LAB, SDTM and CDASH standards and the corresponding HL7 FHIR resources to ease interoperability and data conversion between systems implementing these standards."
"hl7.fhir.us.nhsn-ade","US","4.0.1","NHSN Reporting of Adverse Drug Events - Hypoglycemia","us","Medication / Immunization","US Realm IG providing guidance to implementers on reporting data elements to CDC's National Healthcare Safety Network (NHSN) related to inpatient blood glucose laboratory (including point-of-care) results and medication administration data (medications received during inpatient stay) based on FHIR resources. This IG addresses how inpatient EHR systems should format patient, blood glucose, and medication information to enable hospital reporting of these data to NHSN.  Query parameters are defined for each type of data element based on FHIR resources."
"hl7.fhir.us.nhsn-med-admin","US","4.0.1","NHSN Reporting: Inpatient Medication Administration","us","Surveillience / Reporting","US Realm IG providing guidance to implementers on reporting data elements to CDC's National Healthcare Safety Network (NHSN) related to inpatient medication administration for hospitalized patients diagnosed with COVID-19, based on FHIR resources and as part of NHSN COVID-19 reporting pathways."
"hl7.fhir.no.basis","NO","4.0.1","HL7 Norway no-basis","no","National Base","HL7 FHIR Base profiles for Norway"
"hl7.cql","International","4.0.1","Clinical Quality Language Specification","uv","Infrastructure","Clinical Quality Language (CQL) is a high-level, domain-specific language focused on clinical quality and targeted at measure and decision support artifact authors. In addition, this specification describes a machine-readable canonical representation called Expression Logical Model (ELM) targeted at implementations and designed to enable sharing of clinical knowledge."
"hl7.fhir.us.immds","US","4.0.1","Immunization Decision Support Forecast FHIR IG","us","Medications / Immunizations","A common FHIR implementation guide that expert systems may use to provide a common consistent interface enable decisioin support recommending which vaccinations a patient is due for next"
"hl7.fhir.us.icsr-ae-reporting","US","4.0.1","Profiles for ICSR Transfusion and Vaccination Adverse Event Detection and Reporting","us","Pharmaceutical","This Implementation Guide provides a set of profiles and algorithms around the detection, validation, and reporting, as well as the eventual recording and persisting of Adverse Events associated with blood transfusions and vaccinations.  EHRs and Provider Networks can use this guide to understand the data elements needed to facilitate the electronic reporting of these adverse events as well as ways of mining their data to detect adverse events"
"hl7.fhir.uv.immds","International","4.0.0","Immunization Decision Support Forecast FHIR IG","uv","Medications / Immunizations","The scope of this project is to produce and ballot a Standard for Trial Use (STU) Fast Healthcare Interoperability Resources (FHIR) implementation guide (IG) for use in Immunization Decision Support Forecast."
